,id,Mandatory properties,Recommended properties
6641,https://bio.tools/LIMES,100.0,37.5
6642,https://bio.tools/jaspardb,100.0,62.5
6643,https://bio.tools/ab12phylo,100.0,62.5
6644,https://bio.tools/ADAPTE,100.0,37.5
6645,https://bio.tools/sitecon,100.0,50.0
6646,https://bio.tools/i-gsea4gwas,100.0,50.0
6647,https://bio.tools/genenetfinder,100.0,50.0
6648,https://bio.tools/pcat,100.0,37.5
6649,https://bio.tools/grmetrics,100.0,75.0
6650,https://bio.tools/comet-universe,100.0,50.0
6651,https://bio.tools/agilepairedendreadscombiner,100.0,50.0
6652,https://bio.tools/tigre-tomo,100.0,37.5
6653,https://bio.tools/genome_maps,100.0,62.5
6654,https://bio.tools/genn,100.0,50.0
6655,https://bio.tools/odin,100.0,50.0
6656,https://bio.tools/hydra,100.0,50.0
6657,https://bio.tools/humanmetagenomedb,100.0,50.0
6658,https://bio.tools/treeio,100.0,75.0
6659,https://bio.tools/ncRNA2MetS,100.0,37.5
6660,https://bio.tools/ProteoWorker,100.0,50.0
6661,https://bio.tools/rnaalishapes,100.0,50.0
6662,https://bio.tools/BayesPI-BAR2,100.0,50.0
6663,https://bio.tools/proteomicsdb,100.0,50.0
6664,https://bio.tools/PhenomeXcan,100.0,50.0
6665,https://bio.tools/ONDRI,100.0,37.5
6666,https://bio.tools/idrmutpred,100.0,50.0
6667,https://bio.tools/hierarchical_feature_engineering,100.0,62.5
6668,https://bio.tools/log-p-value-fisher-exact-test-hypergeometric-distribution,100.0,50.0
6669,https://bio.tools/Canvass,100.0,50.0
6670,https://bio.tools/mview_api_ebi,100.0,62.5
6671,https://bio.tools/clustperturb,100.0,50.0
6672,https://bio.tools/ModiBodies,100.0,37.5
6673,https://bio.tools/DeepImageJ,100.0,62.5
6674,https://bio.tools/metaxa,100.0,62.5
6675,https://bio.tools/genopheno,100.0,62.5
6676,https://bio.tools/vacsol,100.0,50.0
6677,https://bio.tools/cnorfeeder,100.0,75.0
6678,https://bio.tools/gui-fying-classification-dl-model-builder,100.0,37.5
6679,https://bio.tools/ADHD,100.0,62.5
6680,https://bio.tools/Alyx,100.0,37.5
6681,https://bio.tools/epigraph,100.0,50.0
6682,https://bio.tools/merrill,100.0,50.0
6683,https://bio.tools/Tripal_MapViewer,100.0,37.5
6684,https://bio.tools/RGADE,100.0,37.5
6685,https://bio.tools/dbcan,100.0,50.0
6686,https://bio.tools/dgpredictor,100.0,50.0
6687,https://bio.tools/promaya,100.0,62.5
6688,https://bio.tools/geneoverlap,100.0,75.0
6689,https://bio.tools/aramemnon,100.0,50.0
6690,https://bio.tools/covnorm,100.0,62.5
6691,https://bio.tools/lmm2met,100.0,62.5
6692,https://bio.tools/gridded_population_survey_sampling,100.0,37.5
6693,https://bio.tools/useq,100.0,62.5
6694,https://bio.tools/CellCountCV,100.0,50.0
6695,https://bio.tools/iGUIDE,100.0,62.5
6696,https://bio.tools/MSIpred,100.0,50.0
6697,https://bio.tools/rbcbook1,100.0,75.0
6698,https://bio.tools/isthmic_spondylolisthesis_degenerative_spondylolisthesis,100.0,37.5
6699,https://bio.tools/tailfindr,100.0,50.0
6700,https://bio.tools/otsun,100.0,62.5
6701,https://bio.tools/epigenetic-pacemaker,100.0,62.5
6702,https://bio.tools/covtobed,100.0,75.0
6703,https://bio.tools/mfpaq,100.0,50.0
6704,https://bio.tools/ldhelmet,100.0,50.0
6705,https://bio.tools/nessm,100.0,50.0
6706,https://bio.tools/lakemorpho,100.0,50.0
6707,https://bio.tools/scapp,100.0,50.0
6708,https://bio.tools/tssfinder,100.0,37.5
6709,https://bio.tools/dgd,100.0,50.0
6710,https://bio.tools/oslgg,100.0,50.0
6711,https://bio.tools/tite-pk,100.0,37.5
6712,https://bio.tools/ribodoc,100.0,62.5
6713,https://bio.tools/litsuggest,100.0,50.0
6714,https://bio.tools/scg,100.0,62.5
6715,https://bio.tools/omicson,100.0,50.0
6716,https://bio.tools/genomecrispr,100.0,50.0
6717,https://bio.tools/conservation_genetics,100.0,37.5
6718,https://bio.tools/AppleMDO,100.0,37.5
6719,https://bio.tools/ClusPro_LigTBM,100.0,50.0
6720,https://bio.tools/deeptag,100.0,50.0
6721,https://bio.tools/DupGen_finder,100.0,50.0
6722,https://bio.tools/foldit_standalone,100.0,50.0
6723,https://bio.tools/miranno,100.0,50.0
6724,https://bio.tools/pyir,100.0,37.5
6725,https://bio.tools/rhat,100.0,50.0
6726,https://bio.tools/ensemble_nmf,100.0,62.5
6727,https://bio.tools/eVIP2,100.0,62.5
6728,https://bio.tools/interferome,100.0,50.0
6729,https://bio.tools/mana_nomogram,100.0,50.0
6730,https://bio.tools/ut-aki,100.0,50.0
6731,https://bio.tools/made4,100.0,75.0
6732,https://bio.tools/acdtable,100.0,75.0
6733,https://bio.tools/pcetk,100.0,50.0
6734,https://bio.tools/bartender,100.0,62.5
6735,https://bio.tools/covidomic,100.0,50.0
6736,https://bio.tools/pcircrna_finder,100.0,50.0
6737,https://bio.tools/memmorf,100.0,50.0
6738,https://bio.tools/LocustMine,100.0,75.0
6739,https://bio.tools/Tox21,100.0,37.5
6740,https://bio.tools/aptacluster,100.0,50.0
6741,https://bio.tools/CoExpresso,100.0,62.5
6742,https://bio.tools/plast-ncrna,100.0,50.0
6743,https://bio.tools/amos,100.0,50.0
6744,https://bio.tools/bacnet,100.0,50.0
6745,https://bio.tools/flyfactorsurvey,100.0,50.0
6746,https://bio.tools/andrej_sali_lab,100.0,50.0
6747,https://bio.tools/jpredictor,100.0,50.0
6748,https://bio.tools/scnet,100.0,25.0
6749,https://bio.tools/tgsa,100.0,62.5
6750,https://bio.tools/mspire,100.0,50.0
6751,https://bio.tools/ncbi_bookshelf,100.0,50.0
6752,https://bio.tools/mvsim,100.0,50.0
6753,https://bio.tools/protscreen,100.0,37.5
6754,https://bio.tools/dbmcs,100.0,50.0
6755,https://bio.tools/protfold-dfg,100.0,37.5
6756,https://bio.tools/arraymap,100.0,62.5
6757,https://bio.tools/GenIE-Sys,100.0,62.5
6758,https://bio.tools/rtandem,100.0,75.0
6759,https://bio.tools/devomics,100.0,50.0
6760,https://bio.tools/bc-store,100.0,50.0
6761,https://bio.tools/DeepMF_autogenerated,100.0,37.5
6762,https://bio.tools/diffgr,100.0,50.0
6763,https://bio.tools/ptee,100.0,62.5
6764,https://bio.tools/needle_ws_husar,100.0,62.5
6765,https://bio.tools/cuttlefish,100.0,62.5
6766,https://bio.tools/pass2,100.0,50.0
6767,https://bio.tools/ales,100.0,50.0
6768,https://bio.tools/rainforest,100.0,50.0
6769,https://bio.tools/netcleave,100.0,62.5
6770,https://bio.tools/RepeatFiller_autogenerated,100.0,37.5
6771,https://bio.tools/gads,100.0,50.0
6772,https://bio.tools/rnf,100.0,50.0
6773,https://bio.tools/vectorfriends,100.0,62.5
6774,https://bio.tools/dp-glpca,100.0,37.5
6775,https://bio.tools/bronco-corpus,100.0,50.0
6776,https://bio.tools/PIPPA,100.0,50.0
6777,https://bio.tools/genemark-ep,100.0,50.0
6778,https://bio.tools/nextgen_utility_scripts,100.0,37.5
6779,https://bio.tools/g2d,100.0,50.0
6780,https://bio.tools/TYGS,100.0,62.5
6781,https://bio.tools/GBSTyper,100.0,37.5
6782,https://bio.tools/bindn,100.0,50.0
6783,https://bio.tools/npsv,100.0,0.0
6784,https://bio.tools/Multilayer_Extraction,100.0,37.5
6785,https://bio.tools/SJARACNe,100.0,62.5
6786,https://bio.tools/isoscale,100.0,62.5
6787,https://bio.tools/signature,100.0,50.0
6788,https://bio.tools/iblast,100.0,62.5
6789,https://bio.tools/mcpdb,100.0,50.0
6790,https://bio.tools/merlin,100.0,62.5
6791,https://bio.tools/disgenet,100.0,87.5
6792,https://bio.tools/drsasp,100.0,37.5
6793,https://bio.tools/biojs-rest-ensembl,100.0,62.5
6794,https://bio.tools/edamhasinput,100.0,75.0
6795,https://bio.tools/anox,100.0,50.0
6796,https://bio.tools/loica,100.0,62.5
6797,https://bio.tools/mirnass,100.0,62.5
6798,https://bio.tools/interolog_regulog_db,100.0,50.0
6799,https://bio.tools/plntfdb,100.0,50.0
6800,https://bio.tools/nontarget,100.0,50.0
6801,https://bio.tools/velosim,100.0,50.0
6802,https://bio.tools/OHNOLOGS_v2,100.0,50.0
6803,https://bio.tools/AdTree,100.0,50.0
6804,https://bio.tools/graphgr,100.0,50.0
6805,https://bio.tools/framedp,100.0,50.0
6806,https://bio.tools/NERChem,100.0,37.5
6807,https://bio.tools/stpm,100.0,75.0
6808,https://bio.tools/sevenbridges,100.0,75.0
6809,https://bio.tools/qdnaseq,100.0,75.0
6810,https://bio.tools/umis,100.0,62.5
6811,https://bio.tools/CollaboNet,100.0,62.5
6812,https://bio.tools/methylpipe,100.0,75.0
6813,https://bio.tools/archip,100.0,50.0
6814,https://bio.tools/lpeadj,100.0,75.0
6815,https://bio.tools/compi,100.0,50.0
6816,https://bio.tools/ncbrpred,100.0,50.0
6817,https://bio.tools/CoMW,100.0,62.5
6818,https://bio.tools/MetaGxBreast,100.0,62.5
6819,https://bio.tools/t-cnv,100.0,37.5
6820,https://bio.tools/metaboverse,100.0,62.5
6821,https://bio.tools/svmhc,100.0,62.5
6822,https://bio.tools/nemine,100.0,50.0
6823,https://bio.tools/phdcleav,100.0,50.0
6824,https://bio.tools/anyexpress,100.0,50.0
6825,https://bio.tools/igpred,100.0,50.0
6826,https://bio.tools/ad-identification-classification,100.0,50.0
6827,https://bio.tools/htseqqc,100.0,62.5
6828,https://bio.tools/flowscatt,100.0,50.0
6829,https://bio.tools/stamp-3d,100.0,50.0
6830,https://bio.tools/zincidentifier,100.0,50.0
6831,https://bio.tools/simplifyenrichment,100.0,50.0
6832,https://bio.tools/prom,100.0,50.0
6833,https://bio.tools/ThermoNet,100.0,37.5
6834,https://bio.tools/deepfplearn,100.0,62.5
6835,https://bio.tools/modomics,100.0,50.0
6836,https://bio.tools/immunophenotype,100.0,50.0
6837,https://bio.tools/gsda,100.0,62.5
6838,https://bio.tools/BioFabric,100.0,37.5
6839,https://bio.tools/musa,100.0,62.5
6840,https://bio.tools/pbrowse,100.0,62.5
6841,https://bio.tools/HOT,100.0,62.5
6842,https://bio.tools/dgraph,100.0,50.0
6843,https://bio.tools/snpr,100.0,50.0
6844,https://bio.tools/EPIFANY,100.0,50.0
6845,https://bio.tools/cager,100.0,75.0
6846,https://bio.tools/teiser,100.0,62.5
6847,https://bio.tools/spage2vec,100.0,50.0
6848,https://bio.tools/ddcmd,100.0,50.0
6849,https://bio.tools/DeepMSA,100.0,50.0
6850,https://bio.tools/opentree,100.0,62.5
6851,https://bio.tools/dnar,100.0,62.5
6852,https://bio.tools/assemblx,100.0,50.0
6853,https://bio.tools/pest,100.0,62.5
6854,https://bio.tools/Stripes,100.0,50.0
6855,https://bio.tools/fold2bloch,100.0,37.5
6856,https://bio.tools/simbiology-model-pkpd-drugs,100.0,37.5
6857,https://bio.tools/phenoexam,100.0,62.5
6858,https://bio.tools/mugvre,100.0,87.5
6859,https://bio.tools/tugda,100.0,37.5
6860,https://bio.tools/bpipe,100.0,50.0
6861,https://bio.tools/fastqvalidator,100.0,50.0
6862,https://bio.tools/eprimer3,100.0,75.0
6863,https://bio.tools/big-mex,100.0,50.0
6864,https://bio.tools/frma,100.0,75.0
6865,https://bio.tools/d3pm,100.0,50.0
6866,https://bio.tools/salami,100.0,50.0
6867,https://bio.tools/trend,100.0,62.5
6868,https://bio.tools/mogsa,100.0,75.0
6869,https://bio.tools/predrbr,100.0,62.5
6870,https://bio.tools/bpla_kernel,100.0,50.0
6871,https://bio.tools/BioGRID_Open_Repository_of_CRISPR_Screens_ORCS,100.0,62.5
6872,https://bio.tools/linkmfex,100.0,50.0
6873,https://bio.tools/plantr,100.0,62.5
6874,https://bio.tools/metabiome,100.0,50.0
6875,https://bio.tools/macleaps,100.0,50.0
6876,https://bio.tools/biocparallel,100.0,75.0
6877,https://bio.tools/polyround,100.0,62.5
6878,https://bio.tools/guidedclustering,100.0,50.0
6879,https://bio.tools/detection-brain-tumor,100.0,37.5
6880,https://bio.tools/C-JAMP,100.0,50.0
6881,https://bio.tools/ace2-netlas,100.0,50.0
6882,https://bio.tools/weat,100.0,50.0
6883,https://bio.tools/ligsift,100.0,50.0
6884,https://bio.tools/splicinggraphs,100.0,75.0
6885,https://bio.tools/Platon,100.0,87.5
6886,https://bio.tools/clusteval,100.0,62.5
6887,https://bio.tools/ppidomainminer,100.0,50.0
6888,https://bio.tools/biosans,100.0,62.5
6889,https://bio.tools/BDE,100.0,37.5
6890,https://bio.tools/intarna,100.0,75.0
6891,https://bio.tools/ipcoal,100.0,62.5
6892,https://bio.tools/axima2analyze,100.0,37.5
6893,https://bio.tools/y-lineagetracker,100.0,50.0
6894,https://bio.tools/prada,100.0,75.0
6895,https://bio.tools/openphacts-vis-compoundinfo,100.0,62.5
6896,https://bio.tools/autoantigenomics,100.0,37.5
6897,https://bio.tools/dyndoc,100.0,75.0
6898,https://bio.tools/frgepistasis,100.0,75.0
6899,https://bio.tools/DiNGO,100.0,62.5
6900,https://bio.tools/CADOES,100.0,25.0
6901,https://bio.tools/shrec,100.0,50.0
6902,https://bio.tools/snv-ppilp,100.0,50.0
6903,https://bio.tools/nmrbox,100.0,50.0
6904,https://bio.tools/4dxpress,100.0,50.0
6905,https://bio.tools/RAPPAS,100.0,75.0
6906,https://bio.tools/vmatch,100.0,50.0
6907,https://bio.tools/COP,100.0,37.5
6908,https://bio.tools/litemol,100.0,87.5
6909,https://bio.tools/4mc-w2vec,100.0,37.5
6910,https://bio.tools/grenits,100.0,75.0
6911,https://bio.tools/Branch,100.0,62.5
6912,https://bio.tools/CIRI-full,100.0,62.5
6913,https://bio.tools/sdams,100.0,62.5
6914,https://bio.tools/syntview,100.0,75.0
6915,https://bio.tools/elviz,100.0,50.0
6916,https://bio.tools/hrwr,100.0,50.0
6917,https://bio.tools/markerpen,100.0,75.0
6918,https://bio.tools/DNA_Chisel,100.0,62.5
6919,https://bio.tools/cosore,100.0,62.5
6920,https://bio.tools/peakanalyzer,100.0,50.0
6921,https://bio.tools/bipa,100.0,50.0
6922,https://bio.tools/qcloud2,100.0,50.0
6923,https://bio.tools/deez,100.0,62.5
6924,https://bio.tools/variantannotation,100.0,75.0
6925,https://bio.tools/codp,100.0,50.0
6926,https://bio.tools/milo,100.0,62.5
6927,https://bio.tools/commet-metabolic,100.0,62.5
6928,https://bio.tools/hicaptools,100.0,50.0
6929,https://bio.tools/protfun,100.0,75.0
6930,https://bio.tools/dynlib,100.0,50.0
6931,https://bio.tools/RNAsamba,100.0,75.0
6932,https://bio.tools/sbpipe,100.0,62.5
6933,https://bio.tools/RATEST,100.0,37.5
6934,https://bio.tools/adjusted-adjust,100.0,62.5
6935,https://bio.tools/Tulip,100.0,62.5
6936,https://bio.tools/firestar_ws,100.0,62.5
6937,https://bio.tools/shinyepico,100.0,62.5
6938,https://bio.tools/pypdb,100.0,50.0
6939,https://bio.tools/mcpese,100.0,62.5
6940,https://bio.tools/ReconSocket,100.0,37.5
6941,https://bio.tools/dreamtools,100.0,62.5
6942,https://bio.tools/covid19-spread-visualizer,100.0,50.0
6943,https://bio.tools/atlasBREX,100.0,50.0
6944,https://bio.tools/ocean-c,100.0,62.5
6945,https://bio.tools/ncbi_resources,100.0,50.0
6946,https://bio.tools/gotohscan,100.0,50.0
6947,https://bio.tools/Flagser,100.0,62.5
6948,https://bio.tools/discoveryspace,100.0,50.0
6949,https://bio.tools/SPARSim,100.0,37.5
6950,https://bio.tools/hifi-se,100.0,62.5
6951,https://bio.tools/tifosi,100.0,37.5
6952,https://bio.tools/dammit,100.0,50.0
6953,https://bio.tools/leafoptimizer,100.0,50.0
6954,https://bio.tools/theta,100.0,50.0
6955,https://bio.tools/netmhcii,100.0,75.0
6956,https://bio.tools/triti-map,100.0,50.0
6957,https://bio.tools/pophelper,100.0,50.0
6958,https://bio.tools/mirra,100.0,62.5
6959,https://bio.tools/tally,100.0,62.5
6960,https://bio.tools/psrna,100.0,50.0
6961,https://bio.tools/mapsci,100.0,62.5
6962,https://bio.tools/scfeaturefilter,100.0,75.0
6963,https://bio.tools/lanceotron,100.0,62.5
6964,https://bio.tools/i-mutant,100.0,62.5
6965,https://bio.tools/globalancova,100.0,75.0
6966,https://bio.tools/msatcommander,100.0,50.0
6967,https://bio.tools/SCeNGEA,100.0,37.5
6968,https://bio.tools/pmirkb,100.0,50.0
6969,https://bio.tools/pysamstats,100.0,50.0
6970,https://bio.tools/cite-sort,100.0,50.0
6971,https://bio.tools/grimer,100.0,62.5
6972,https://bio.tools/diffbum-hmm,100.0,50.0
6973,https://bio.tools/PhiMRF,100.0,50.0
6974,https://bio.tools/shinyarchr_uio,100.0,62.5
6975,https://bio.tools/kvarq,100.0,62.5
6976,https://bio.tools/kvik,100.0,62.5
6977,https://bio.tools/KnockTF,100.0,50.0
6978,https://bio.tools/fusion_protein,100.0,50.0
6979,https://bio.tools/sim-it,100.0,37.5
6980,https://bio.tools/Hintra,100.0,50.0
6981,https://bio.tools/dgsea,100.0,50.0
6982,https://bio.tools/merger,100.0,75.0
6983,https://bio.tools/plink-ss,100.0,50.0
6984,https://bio.tools/matquantify,100.0,50.0
6985,https://bio.tools/contralign,100.0,50.0
6986,https://bio.tools/gogene,100.0,50.0
6987,https://bio.tools/microbe_browser,100.0,50.0
6988,https://bio.tools/MDRCupid,100.0,25.0
6989,https://bio.tools/nbr,100.0,62.5
6990,https://bio.tools/treq,100.0,50.0
6991,https://bio.tools/treegraph_2,100.0,87.5
6992,https://bio.tools/ngsutils,100.0,62.5
6993,https://bio.tools/calcium-signals-parametrizer,100.0,50.0
6994,https://bio.tools/repdenovo,100.0,50.0
6995,https://bio.tools/epruner,100.0,50.0
6996,https://bio.tools/genewise,100.0,75.0
6997,https://bio.tools/covid-gui,100.0,50.0
6998,https://bio.tools/clusem,100.0,37.5
6999,https://bio.tools/gctype,100.0,50.0
7000,https://bio.tools/liqa,100.0,50.0
7001,https://bio.tools/CARMEN_autogenerated,100.0,37.5
7002,https://bio.tools/covid-kop,100.0,37.5
7003,https://bio.tools/cactus,100.0,62.5
7004,https://bio.tools/mdgsa,100.0,75.0
7005,https://bio.tools/sumrep,100.0,37.5
7006,https://bio.tools/msv3d,100.0,62.5
7007,https://bio.tools/rnaeditingatlas,100.0,37.5
7008,https://bio.tools/sDR_autogenerated,100.0,37.5
7009,https://bio.tools/qsra,100.0,50.0
7010,https://bio.tools/Telescope,100.0,0.0
7011,https://bio.tools/smopt,100.0,50.0
7012,https://bio.tools/protbud,100.0,37.5
7013,https://bio.tools/met,100.0,50.0
7014,https://bio.tools/iEtD,100.0,37.5
7015,https://bio.tools/NGLess,100.0,62.5
7016,https://bio.tools/giniclust,100.0,62.5
7017,https://bio.tools/NutriGenomeDB,100.0,50.0
7018,https://bio.tools/genebreaker,100.0,50.0
7019,https://bio.tools/ncpro-ml,100.0,50.0
7020,https://bio.tools/mcna,100.0,62.5
7021,https://bio.tools/swalo,100.0,62.5
7022,https://bio.tools/foxs,100.0,50.0
7023,https://bio.tools/ledpred,100.0,75.0
7024,https://bio.tools/gene_graphics,100.0,50.0
7025,https://bio.tools/ProteoClade,100.0,50.0
7026,https://bio.tools/HyAsP,100.0,62.5
7027,https://bio.tools/cerena,100.0,50.0
7028,https://bio.tools/fastbmd,100.0,50.0
7029,https://bio.tools/hlo,100.0,37.5
7030,https://bio.tools/denovogear,100.0,25.0
7031,https://bio.tools/typeinfo,100.0,75.0
7032,https://bio.tools/crispam,100.0,50.0
7033,https://bio.tools/blast-qc,100.0,62.5
7034,https://bio.tools/codecheck,100.0,62.5
7035,https://bio.tools/liddell,100.0,50.0
7036,https://bio.tools/pintron,100.0,75.0
7037,https://bio.tools/mir-tv,100.0,50.0
7038,https://bio.tools/hapsim,100.0,50.0
7039,https://bio.tools/automated-counting-bacterial-colonies,100.0,50.0
7040,https://bio.tools/sigtree,100.0,62.5
7041,https://bio.tools/matcher-api-ebi,100.0,62.5
7042,https://bio.tools/clusterjudge,100.0,62.5
7043,https://bio.tools/vamps,100.0,50.0
7044,https://bio.tools/sib-blast,100.0,50.0
7045,https://bio.tools/infoalign_ws_husar,100.0,50.0
7046,https://bio.tools/maistas,100.0,62.5
7047,https://bio.tools/phyloprimer,100.0,62.5
7048,https://bio.tools/mpi_toolkit,100.0,50.0
7049,https://bio.tools/bio2rxn,100.0,50.0
7050,https://bio.tools/genesplicer,100.0,50.0
7051,https://bio.tools/RSRS,100.0,37.5
7052,https://bio.tools/pubmed,100.0,37.5
7053,https://bio.tools/rnaprobr,100.0,75.0
7054,https://bio.tools/covalentdock_cloud,100.0,50.0
7055,https://bio.tools/emnuss,100.0,62.5
7056,https://bio.tools/arrp,100.0,50.0
7057,https://bio.tools/lfpy,100.0,75.0
7058,https://bio.tools/MixMPLN,100.0,50.0
7059,https://bio.tools/aflpinsilico,100.0,62.5
7060,https://bio.tools/gdc-api,100.0,0.0
7061,https://bio.tools/pdbemotif,100.0,62.5
7062,https://bio.tools/gencompress,100.0,50.0
7063,https://bio.tools/circrnas,100.0,37.5
7064,https://bio.tools/IILLS,100.0,50.0
7065,https://bio.tools/DeepPVP,100.0,62.5
7066,https://bio.tools/unfinnigan,100.0,37.5
7067,https://bio.tools/gwidd,100.0,50.0
7068,https://bio.tools/seizr,100.0,37.5
7069,https://bio.tools/pubmed2ensembl,100.0,50.0
7070,https://bio.tools/proteomill,100.0,37.5
7071,https://bio.tools/sodock,100.0,50.0
7072,https://bio.tools/scb,100.0,37.5
7073,https://bio.tools/matrisome,100.0,50.0
7074,https://bio.tools/saps_ebi,100.0,37.5
7075,https://bio.tools/caryoscope,100.0,62.5
7076,https://bio.tools/regulondb,100.0,50.0
7077,https://bio.tools/dss,100.0,75.0
7078,https://bio.tools/openannotate,100.0,62.5
7079,https://bio.tools/monores,100.0,62.5
7080,https://bio.tools/nmrprocflow,100.0,75.0
7081,https://bio.tools/bioclipse,100.0,62.5
7082,https://bio.tools/epiviz-feed,100.0,50.0
7083,https://bio.tools/methylhmm,100.0,62.5
7084,https://bio.tools/paircoil2,100.0,50.0
7085,https://bio.tools/fit_pique,100.0,50.0
7086,https://bio.tools/dfam,100.0,50.0
7087,https://bio.tools/bedops,100.0,62.5
7088,https://bio.tools/medyan,100.0,50.0
7089,https://bio.tools/lme4qtl,100.0,62.5
7090,https://bio.tools/alpha,100.0,50.0
7091,https://bio.tools/ping,100.0,75.0
7092,https://bio.tools/artdeco,100.0,62.5
7093,https://bio.tools/CNAPE,100.0,37.5
7094,https://bio.tools/ipd,100.0,50.0
7095,https://bio.tools/seq2logo,100.0,62.5
7096,https://bio.tools/trycycler,100.0,62.5
7097,https://bio.tools/deepaps,100.0,50.0
7098,https://bio.tools/ziaq,100.0,37.5
7099,https://bio.tools/inps-md,100.0,75.0
7100,https://bio.tools/chia-pet2,100.0,50.0
7101,https://bio.tools/ddgraph,100.0,75.0
7102,https://bio.tools/mobster-r,100.0,50.0
7103,https://bio.tools/the_grid,100.0,50.0
7104,https://bio.tools/post,100.0,62.5
7105,https://bio.tools/il2pred,100.0,50.0
7106,https://bio.tools/Embeddings,100.0,37.5
7107,https://bio.tools/NeuRiPP,100.0,50.0
7108,https://bio.tools/ngs-qc_generator,100.0,62.5
7109,https://bio.tools/padimi,100.0,37.5
7110,https://bio.tools/subread,100.0,62.5
7111,https://bio.tools/grk1,100.0,50.0
7112,https://bio.tools/pomegranate,100.0,50.0
7113,https://bio.tools/cocas,100.0,62.5
7114,https://bio.tools/protist_guru,100.0,50.0
7115,https://bio.tools/batchserver,100.0,50.0
7116,https://bio.tools/img2net,100.0,50.0
7117,https://bio.tools/predhs,100.0,50.0
7118,https://bio.tools/unres,100.0,50.0
7119,https://bio.tools/coverageview,100.0,75.0
7120,https://bio.tools/MetaDEGalaxy,100.0,50.0
7121,https://bio.tools/B27,100.0,25.0
7122,https://bio.tools/grisotto,100.0,50.0
7123,https://bio.tools/utrannotator,100.0,62.5
7124,https://bio.tools/meta-prism,100.0,62.5
7125,https://bio.tools/amigene,100.0,50.0
7126,https://bio.tools/CoralTBase,100.0,62.5
7127,https://bio.tools/bufet,100.0,62.5
7128,https://bio.tools/flowq,100.0,75.0
7129,https://bio.tools/r2_platform,100.0,50.0
7130,https://bio.tools/musitedeep,100.0,62.5
7131,https://bio.tools/proloc-go,100.0,50.0
7132,https://bio.tools/raptor,100.0,62.5
7133,https://bio.tools/sgatools,100.0,50.0
7134,https://bio.tools/synthesis-view,100.0,50.0
7135,https://bio.tools/bald,100.0,62.5
7136,https://bio.tools/scask,100.0,37.5
7137,https://bio.tools/ergo,100.0,50.0
7138,https://bio.tools/crop-correlation,100.0,62.5
7139,https://bio.tools/moiety_modeling,100.0,62.5
7140,https://bio.tools/gsaa,100.0,50.0
7141,https://bio.tools/securema,100.0,50.0
7142,https://bio.tools/BIGSI,100.0,62.5
7143,https://bio.tools/qmmm,100.0,62.5
7144,https://bio.tools/irespred,100.0,50.0
7145,https://bio.tools/bioconda,100.0,50.0
7146,https://bio.tools/fungenes,100.0,62.5
7147,https://bio.tools/RESULTSPASCAL,100.0,37.5
7148,https://bio.tools/alphaimpute,100.0,62.5
7149,https://bio.tools/tadbit,100.0,62.5
7150,https://bio.tools/creme,100.0,50.0
7151,https://bio.tools/wormgender,100.0,50.0
7152,https://bio.tools/RBM_autogenerated,100.0,25.0
7153,https://bio.tools/deeprefiner,100.0,50.0
7154,https://bio.tools/flex,100.0,62.5
7155,https://bio.tools/bwa,100.0,62.5
7156,https://bio.tools/Laniakea,100.0,62.5
7157,https://bio.tools/pronoi,100.0,50.0
7158,https://bio.tools/WAVES,100.0,87.5
7159,https://bio.tools/tilingarray,100.0,75.0
7160,https://bio.tools/pcirc,100.0,62.5
7161,https://bio.tools/ccle_gdsc,100.0,50.0
7162,https://bio.tools/make_random,100.0,50.0
7163,https://bio.tools/humos,100.0,62.5
7164,https://bio.tools/morca,100.0,75.0
7165,https://bio.tools/toxdl,100.0,50.0
7166,https://bio.tools/ond-crf,100.0,62.5
7167,https://bio.tools/Augur,100.0,50.0
7168,https://bio.tools/made,100.0,62.5
7169,https://bio.tools/vcftotree,100.0,62.5
7170,https://bio.tools/big_slice,100.0,62.5
7171,https://bio.tools/scanner,100.0,37.5
7172,https://bio.tools/integrated_collection_stem_cell_bank,100.0,50.0
7173,https://bio.tools/PLUMED_autogenerated,100.0,37.5
7174,https://bio.tools/gtftogenepred,100.0,25.0
7175,https://bio.tools/mvpalab,100.0,62.5
7176,https://bio.tools/CREGIS-Q,100.0,25.0
7177,https://bio.tools/alternative_splicing_gallery,100.0,50.0
7178,https://bio.tools/galaxywater-wkgb,100.0,50.0
7179,https://bio.tools/qmol,100.0,50.0
7180,https://bio.tools/proq,100.0,75.0
7181,https://bio.tools/pathifier,100.0,75.0
7182,https://bio.tools/bgeecall,100.0,37.5
7183,https://bio.tools/ensembl_genomes_protists_blast,100.0,75.0
7184,https://bio.tools/3cnet,100.0,62.5
7185,https://bio.tools/abs,100.0,62.5
7186,https://bio.tools/scec,100.0,50.0
7187,https://bio.tools/pairheatmap,100.0,50.0
7188,https://bio.tools/vcf2fhir,100.0,62.5
7189,https://bio.tools/REVO,100.0,37.5
7190,https://bio.tools/rnalocate,100.0,75.0
7191,https://bio.tools/ibs,100.0,50.0
7192,https://bio.tools/interminer,100.0,75.0
7193,https://bio.tools/matnet,100.0,50.0
7194,https://bio.tools/OakMine,100.0,75.0
7195,https://bio.tools/emgb,100.0,37.5
7196,https://bio.tools/UOVOS,100.0,37.5
7197,https://bio.tools/ccancer,100.0,50.0
7198,https://bio.tools/prmepred,100.0,50.0
